Restaurant,Overall Rating,Cleaned Review,Review Rating,Sentiment Score,Sentiment,Positive %,Neutral %,Negative %
Davis Noodle City,4.1,wonderful got sesame ball kimchi tofu noodle soup jujube honey tea ingredient best mouth feel much better could anticipated really great price ton vegan option star,5,0.825,Positive,100.0,0.0,0.0
Davis Noodle City,4.1,like cozy feeling place food good price even better lot vegetarian selection plus,5,0.3333333333333333,Positive,100.0,0.0,0.0
Davis Noodle City,4.1,davis noodle city small old quiet place cute little area table service got veg wonton noodle soup wonton noodle broccoli carrot pretty good could use flavor veg well dan dan noodle noodle peanut sauce would much better veg,3,0.20156249999999998,Positive,100.0,0.0,0.0
Davis Noodle City,4.1,small noodle place owner friendly gave u sesame ball free tried wonton meaty juicy sesame sauce noodle also tasty portion really generous also tried fried pork cutlet rice pork little dry overall nice meal,3,0.13385416666666666,Positive,100.0,0.0,0.0
Davis Noodle City,4.1,bf went noon enjoyed place nice quiet service exceptional food take long tasty generous portion affordable got lunch orange beef noodle bf got crispy orange chicken noodle got order pork wonton,4,0.18611111111111112,Positive,100.0,0.0,0.0
Cloud Forest Cafe,4.1,great vibe cozy clean staff friendly matcha come cute container,5,0.36833333333333335,Positive,100.0,0.0,0.0
Cloud Forest Cafe,4.1,coffee acidic wasnt drinkable food way overpriced get portion small staff older man rude family young woman employee least polite favor walk around corner cafe bernardo youll find way better coffee food portion bigger much better tasting cafe bernardos coffee good even close dont usually write review experience bad felt share,1,0.015151515151515168,Positive,100.0,0.0,0.0
Cloud Forest Cafe,4.1,bestest matcha davis genuinely yummy lot flavor syrup love worker cozy vibe highly recommend matcha latte lavender hazelnut hot chocolate also slap cozy season,5,0.1516666666666667,Positive,100.0,0.0,0.0
Cloud Forest Cafe,4.1,food coffee service always excellent quality great still family owned small business family work hard bring quality product bread fresh everyday owner always smile face done great job refreshing decor music playing always great laptop free zone great highly recommend place,5,0.3937179487179488,Positive,100.0,0.0,0.0
Cloud Forest Cafe,4.1,fresh food good service friendly people nice place sit arent run student computer,5,0.49375,Positive,100.0,0.0,0.0
Ali Baba,4.3,wasnt clear order online take order restaurant ordered got wait minute burrito quite odd veggie burrito wasnt thing could see folk might like honey wasnt u,3,-0.03333333333333332,Negative,80.0,0.0,20.0
Ali Baba,4.3,breakfast burrito disappoint love flavor come honey tapatio burrito came hot quick dont think price bad size filling,5,0.09583333333333335,Positive,80.0,0.0,20.0
Ali Baba,4.3,really good burrito perfect way start morning coffee amazing well wouldnt go wrong come grab burrito choice vietnamese coffee celebrate decent morning go day,5,0.3933333333333333,Positive,80.0,0.0,20.0
Ali Baba,4.3,honey burrito genius veggie breakfast burrito good think odd cost money small change like taking ingredient putting side even cutting burrito half however price good get yummy want try gyro next,5,0.030952380952380953,Positive,80.0,0.0,20.0
Ali Baba,4.3,breakfast burrito liked taste adding honey add bit sweetness thought unique good decision however price small also like tightly packed burrito keep food held together well didnt fear making mess stuff fall another gripe though many surcharge online getting extra tapatio going cost getting cut half gon na cost list go would usually cost nothing another place needing quarter made experience feel tacky pennypinching phone number also didnt take real person made call since ordered bit early online accident wanted made later day couldnt happen,3,0.11190476190476188,Positive,80.0,0.0,20.0
Lazi Cow,4.4,chocolate base oreo crumb brownie pretzel strawberry drizzle say sweet black sesame latte good sweet would request le sugar next time,4,0.0722222222222222,Positive,100.0,0.0,0.0
Lazi Cow,4.4,cute drink yummy ramen ramen ate rainy day floored warmth lovely vibe resturant many drink selection option glass reusable cup fruity pebble shake want try drink future,5,0.375,Positive,100.0,0.0,0.0
Lazi Cow,4.4,surprisingly good especially late night snack place gem ramen rolled e cream boba popcorn chicken even alcoholic boba easy think kind selection something would suffer everything good alcoholic boba amazing use soju,5,0.14814814814814817,Positive,100.0,0.0,0.0
Lazi Cow,4.4,love place much chill space cowch swing customer ive coming year definitely recommend spot little treat meal collection glass bottle,5,0.128125,Positive,100.0,0.0,0.0
Lazi Cow,4.4,wife waiting place open disappoint got su set passion sweetness like tea taste right got taro espresso good different also got tayaki mint chocolate red bean really good mint chocolate stuffed andes chocolate pretty good atmosphere nice shuffle board corn hole inside returning sure,5,0.37357142857142855,Positive,100.0,0.0,0.0
El Patio Fresh Mexican Grill,3.9,located downtown davis great restaurant bar offer student discount id excellent happy hour special food menu drink highly recommend quesabirria especial crunchy fried taco shredded beef cheese upgrade combo bean rice homemade tortilla chip salsa green red,4,0.416734693877551,Positive,80.0,0.0,20.0
El Patio Fresh Mexican Grill,3.9,first time ordering doordash dollar burrito bowl added extra rice barely gave rice small bowl dollar specially asked extra rice even paid didnt give decided give try today asked burrito bowl im allergic gluten gave burrito also order chip salsa never received rice cook ate never,1,0.06785714285714285,Positive,80.0,0.0,20.0
El Patio Fresh Mexican Grill,3.9,got el patio fry el patio burrito al pastor meat choice unfortunately enough meat also burnt server kind food quality good black spec al pastor meat,2,0.28333333333333327,Positive,80.0,0.0,20.0
El Patio Fresh Mexican Grill,3.9,went friend speaks spanish dont waited door minute waiting seated girl finally come u tell u go theyre closing even though google say close fine look u say would like even offered menu ask see menu point eye said yeah take look decide want friend start order spanish proceeds speak english friend asked quesotaco plate look corrects snarky way mean auggie plate friend said yes thats fine asked extra order rice bean rice looked disgusting didnt give u utensil napkin order plain taste also cheese order burnt called store first time one answered second time girl answered friend started speaking spanish hung u feeling disrespected called third time asked manager shift could speak girl hung second time never received terrible customer service food establishment disappointed outcome first time going,1,-0.10796957671957672,Negative,80.0,0.0,20.0
El Patio Fresh Mexican Grill,3.9,would renovate change everything good food love woodland location though davis location wasnt quite good go last visit served charged adult size kid brought wrong order worse served stale chip salsa completely different also new bar look trendy super basic would fine food isnt good need pay full service tip eat thanks disappointed recommend davis el patio,2,0.1436868686868687,Positive,80.0,0.0,20.0
Ding How Restaurant,3.7,sigh want love restaurant place expansive vegetarian vegan menu dish ive tried tend quite tasty however three time ive gotten meat order despite ordering vegetarian item one time probably misunderstanding mistaking veggie soup meaty version time obviously due lack cleanliness andor attentiveness scrap meat item didnt mistakenly make meaty version didnt clean wok disappointing restaurant best vegetarian menu town low standard cant recommend place also one waiter tends reek cigarette smell dominates others youre within foot really put damper appetite brings food pass table service great way typically dont mind holeinthewall place like odor much,1,0.19772727272727272,Positive,100.0,0.0,0.0
Ding How Restaurant,3.7,walnut shrimp lunch special pretty tasty several good size shrimp walnut coming year much changed far decor interior prefer ding downtown davis chinese restaurant always easily find parking downtown also took home dish plus egg roll pot sticker remembered take picture menu page,4,0.2550595238095238,Positive,100.0,0.0,0.0
Ding How Restaurant,3.7,food amazing year food quality slightly diminished since changed type vegan meat use vegan option food still great always get house fried rice chow mein,5,0.41111111111111115,Positive,100.0,0.0,0.0
Ding How Restaurant,3.7,generous portion tasty food service little rough side passable went people dining go order came thru get hot sour soup would ask pork though personal preference eggplant also good definitely sugar sign saying free hong kong iced milk tea free lemon iced tea ask get free drink offered decor dated kind like real family coming since mid theyre pretty legit dad taiwan like place,4,0.1973214285714286,Positive,100.0,0.0,0.0
Ding How Restaurant,3.7,interesting chinese cuisine situated stripmall guess place around forever menu typical chinese restaurant item house specialty section dish ive never heard also good selection vegetarian option funny soybased fake meat stuff strange texture tasted okay ordered bird next club something like came edible bowl made fried shoestring potato bunch vegetable seafood beef quite tasty restaurant looked old added charm ornate chinese chandelier much dust distracting wait staff helpful friendly would go back sure,4,0.15052083333333333,Positive,100.0,0.0,0.0
iTea,3.9,arent like good loved boba selection everything anyone could like im sweet tooth got strawberry peach boba yummy coming back ramen stay tuned,5,0.4375,Positive,80.0,0.0,20.0
iTea,3.9,boba tea great particularly matcha latter boba best davis,5,0.4916666666666667,Positive,80.0,0.0,20.0
iTea,3.9,advertised price false add unspecified fee illegal tack extra fee later year thanks consumer protection law also require phone number order dont want give change review place honest pricing,1,-0.0166666666666667,Negative,80.0,0.0,20.0
iTea,3.9,tea great well priced ordered tablet space nothing special except nice patio good people watching,4,0.6142857142857143,Positive,80.0,0.0,20.0
iTea,3.9,fast service drink good even though two selfserve terminal offline mobile application store still received great drink quickly,5,0.5083333333333333,Positive,80.0,0.0,20.0
Teabo Café,4,went ordered chicken katsu fry pina colada drink w mango star katsu crispy seasoned well fry good loaded garlic drink refreshing service good shop nice atmosphere music tv kpop going,4,0.35833333333333334,Positive,60.0,0.0,40.0
Teabo Café,4,look like black milk tea used love place remember darker shade hurry didnt taste like tea place gone straight downhill im sure im one place used best review town looked back im ever davis,2,0.33888888888888885,Positive,60.0,0.0,40.0
Teabo Café,4,extremely slow listen im patient person waiting minute drink two ridiculous one time experience every time come outrageously slow get sandwich mr pickle food order do coyote quicker one two drink please change something,1,-0.3111111111111111,Negative,60.0,0.0,40.0
Teabo Café,4,person made tea taking bunch time put enormous stack cup ordered took bit longer expected get make boba tea even ask start however spot selection could ask flavour forgave good selection came though bomb slushie boba,4,0.19999999999999998,Positive,60.0,0.0,40.0
Teabo Café,4,orange chicken rice good however pop corn chicken terrible perfect surface ugly inside filled box fried flour felt soooo sad angry used like teabo,2,-0.19999999999999998,Negative,60.0,0.0,40.0
Dos Coyotes Border Cafe,4.3,could give star would food world incredible family live hour davis stop way tahoe whenever go ski winter im vegetarian go loaded potato taco tostada salad also incredible come huge tortilla ive probably gotten taco time exact every time potato thinly cut cheese perfectly crispy cabbage slaw covering entire taco die salsa bar also full incredibly delicious fresh salsa multiple variety debating going college davis eat every week,5,0.40303030303030307,Positive,100.0,0.0,0.0
Dos Coyotes Border Cafe,4.3,ate do coyote davis cowell blvd party people service excellent food amazing eric manager helpful determined make great experience definitely succeeded back,5,0.4800000000000001,Positive,100.0,0.0,0.0
Dos Coyotes Border Cafe,4.3,first time location recently moved davis im disabled use walker bit struggle getting line getting salsa moving around tight space nothing college student work young man behind counter taking order seemed bit bothered put asked lot question drink nobody offered help u carry drink etc table got chip guacamole right away chip okay guacamole needed flavor meal delicious loved enchilada rice bean bit bland put salsa boyfriend santa fe nacho amazing come back maybe lot mexican restaurant try davis,4,0.17789115646258505,Positive,100.0,0.0,0.0
Dos Coyotes Border Cafe,4.3,looking place grab bite charging friend car pleasant place quick service big portion delicious food group tried salad strawberry enormous serving soup burrito taco quesadilla able finish salad quesadilla grabbed go box recommending place,5,0.42777777777777776,Positive,100.0,0.0,0.0
Dos Coyotes Border Cafe,4.3,love do coyote family san jose every time go tahoe pas remotely close do coyote stop way destination loaded potato taco die havent found anywhere else serving something remotely close nearby way stop wont regret,5,0.10000000000000002,Positive,100.0,0.0,0.0
"Mr. Pickle's Sandwich Shop - Davis, CA",4.4,much farther zias bit expensive also distinctly chain flavor much le ike bread complement sandwich well texture flavor neutral without tasteless soak flavor well without sogging sandwich filling fresh enough satisfying meatball sub sauce quite sweet meatball kind springy really taste there nothing wrong free chocolate chip cookie sandwich good,4,0.1535714285714286,Positive,100.0,0.0,0.0
"Mr. Pickle's Sandwich Shop - Davis, CA",4.4,first time mr pickle amazed taste vege sandwich way better subway staff nice outside seating well plus tesla supercharger plaza,5,0.3375,Positive,100.0,0.0,0.0
"Mr. Pickle's Sandwich Shop - Davis, CA",4.4,mr pickle huge supporter community owner always seeking new way uplift others thank small business community lean,5,0.09545454545454546,Positive,100.0,0.0,0.0
"Mr. Pickle's Sandwich Shop - Davis, CA",4.4,wouldnt recommend coming spent nearly two half swear smallest sandwich ever seen price point youre better going anywhere else would recommend coming way expensive togo subway taste better much cheaper employee nice helped way much much food get,2,0.14814814814814814,Positive,100.0,0.0,0.0
"Mr. Pickle's Sandwich Shop - Davis, CA",4.4,tied best sandwich shop davis zias meatball awesome regular cold sub always hit spot order bit slow completed always forget take bite sandwich reasonably priced,5,0.21666666666666665,Positive,100.0,0.0,0.0
Pizza Guys,4.1,order pizza hour ago finally got pizza found another order cold husband saw put order another asked minute ago husband brought pizza back employee lifted box said steaming would get pizza rude unprofessional,1,-0.22499999999999998,Negative,60.0,0.0,40.0
Pizza Guys,4.1,taco pizza looked nothing like pic advertised ordered thing fine complained order got serious push back topping skimpy crust extra thin disappointed order reaction staff asked fix order make pizza described ad denied attitude staff didnt care,1,-0.19523809523809524,Negative,60.0,0.0,40.0
Pizza Guys,4.1,ordered thought garlic cheese bread got look like mayonnaise garlic powder little cheese top taste awful way much butter garlic cheese top,1,0.0025000000000000022,Positive,60.0,0.0,40.0
Pizza Guys,4.1,work pizza place even employee discount pizza guy still cheaper without sacrificing quality great food service coming,5,0.8,Positive,60.0,0.0,40.0
Pizza Guys,4.1,message owner im looking forward trying pizza first time customer recently moved san diego ordered pizza online combo hawaiian pick lunchtime tuesday order completed earlier expected nice surprise arrived pizza ready hot served two employee friendly pizza first glance crust looked nicely browned topping well dispersed fresh much ingredient executive chef make quite happy tasted even better looked good job pizza guy team,5,0.3283333333333333,Positive,60.0,0.0,40.0
Cenarios Pizza Davis,4.2,youre looking delicious pizza davis look cenarios pizza spot hidden gem offering best pie town fast service amazing topping convenient location plenty parking recent visit ordered vegetarian pizza blown away delicious crust crispy cheese perfectly melted pepperoni topnotch really stood though topping fresh flavorful perfectly balanced loved every bite pizza cant wait come back one best thing cenarios pizza fast friendly service despite busy staff worked quickly get order ready incredibly welcoming throughout visit clearly care customer take pride work overall highly recommend cenarios pizza anyone looking great pizza experience davis combination delicious food fast service convenient location make mustvisit spot dont miss chance try amazing pie know ill back soon explore menu,5,0.42419540229885055,Positive,100.0,0.0,0.0
Cenarios Pizza Davis,4.2,togo order always ready time tasty crust fresh topping love friendly courteous staff,5,0.395,Positive,100.0,0.0,0.0
Cenarios Pizza Davis,4.2,specialty pizza good mix topping one topping pizza bit sparse pizza ready said would pickup quick easy unfortunately ownership changed website domain new old website simultaneously live different price coupon rather fix issue honor advertised price acted fault expecting price listed website date apparently stumbled upon old one,2,0.15358126721763085,Positive,100.0,0.0,0.0
Cenarios Pizza Davis,4.2,far best pizza ever hand look like new staff got ta say experience way lady behind counter great pr customer feel good spend money locally good people star,5,0.43376623376623374,Positive,100.0,0.0,0.0
Cenarios Pizza Davis,4.2,goto pizza place worth money fresh sufficient topping greasy cheesy still taste good day keeping fridge favorite mediterranean pizza also go chicken garlic special,5,0.15102040816326529,Positive,100.0,0.0,0.0
The Coffee House,4.3,favorite place get coffee campus cheapest great atmosphere mean run people often coffee solid there lot new hire pretty much time ive found helping usual order big hassle recommend vanilla latte campfire latte cycle back around drink month said get name wrong,5,0.07489669421487605,Positive,60.0,20.0,20.0
The Coffee House,4.3,appreciative place drink super cheap tasty matcha great cant said lot place,5,0.5333333333333334,Positive,60.0,20.0,20.0
The Coffee House,4.3,pachamama coffee campus owned cooperative smallholder organic coffee grower,5,0.0,Neutral,60.0,20.0,20.0
The Coffee House,4.3,employee named diego far one best cashier ever met cry one midterm paid drink told would ok kindness never forgotten asucd truly lucky,5,0.48333333333333334,Positive,60.0,20.0,20.0
The Coffee House,4.3,worker dont know sauce vegan last time told sauce vegan today told none also someone take order judge worst hot chocolate good,3,-0.012500000000000011,Negative,60.0,20.0,20.0
